Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
JB C,CYCLING,01/12/2022,13:37:29,01:49:04,15.10,147,,,,,1500,14,,,,,,,,,,,,187,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:12:24,143,,,,,,,,,
,00:12:25,143,,,,,,,,,
,00:12:26,143,,,,,,,,,
,00:12:27,143,,,,,,,,,
,00:12:28,143,,,,,,,,,
,00:12:29,143,,,,,,,,,
,00:12:30,143,,,,,,,,,
,00:12:31,144,,,,,,,,,
,00:12:32,145,,,,,,,,,
,00:12:33,145,,,,,,,,,
,00:12:34,145,,,,,,,,,
,00:12:35,144,,,,,,,,,
,00:12:36,144,,,,,,,,,
,00:12:37,144,,,,,,,,,
,00:12:38,144,,,,,,,,,
,00:12:39,143,,,,,,,,,
,00:12:40,143,,,,,,,,,
,00:12:41,143,,,,,,,,,
,00:12:42,143,,,,,,,,,
,00:12:43,143,,,,,,,,,
,00:12:44,145,,,,,,,,,
,00:12:45,145,,,,,,,,,
,00:12:46,146,,,,,,,,,
,00:12:47,146,,,,,,,,,
,00:12:48,147,,,,,,,,,
,00:12:49,148,,,,,,,,,
,00:12:50,148,,,,,,,,,
,00:12:51,148,,,,,,,,,
,00:12:52,148,,,,,,,,,
,00:12:53,148,,,,,,,,,
,00:12:54,148,,,,,,,,,
,00:12:55,148,,,,,,,,,
,00:12:56,148,,,,,,,,,
,00:12:57,149,,,,,,,,,
,00:12:58,149,,,,,,,,,
,00:12:59,150,,,,,,,,,
,00:13:00,150,,,,,,,,,
,00:13:01,149,,,,,,,,,
,00:13:02,149,,,,,,,,,
,00:13:03,149,,,,,,,,,
,00:13:04,149,,,,,,,,,
,00:13:05,150,,,,,,,,,
,00:13:06,151,,,,,,,,,
,00:13:07,151,,,,,,,,,
,00:13:08,152,,,,,,,,,
,00:13:09,152,,,,,,,,,
,00:13:10,153,,,,,,,,,
,00:13:11,153,,,,,,,,,
,00:13:12,153,,,,,,,,,
,00:13:13,153,,,,,,,,,
,00:13:14,152,,,,,,,,,
,00:13:15,152,,,,,,,,,
,00:13:16,151,,,,,,,,,
,00:13:17,151,,,,,,,,,
,00:13:18,151,,,,,,,,,
,00:13:19,151,,,,,,,,,
,00:13:20,150,,,,,,,,,
,00:13:21,150,,,,,,,,,
,00:13:22,149,,,,,,,,,
,00:13:23,148,,,,,,,,,
,00:13:24,148,,,,,,,,,
,00:13:25,147,,,,,,,,,
,00:13:26,146,,,,,,,,,
,00:13:27,146,,,,,,,,,
,00:13:28,145,,,,,,,,,
,00:13:29,144,,,,,,,,,
,00:13:30,144,,,,,,,,,
,00:13:31,143,,,,,,,,,
,00:13:32,141,,,,,,,,,
,00:13:33,139,,,,,,,,,
,00:13:34,138,,,,,,,,,
,00:13:35,138,,,,,,,,,
,00:13:36,139,,,,,,,,,
,00:13:37,140,,,,,,,,,
,00:13:38,141,,,,,,,,,
,00:13:39,141,,,,,,,,,
,00:13:40,142,,,,,,,,,
,00:13:41,142,,,,,,,,,
,00:13:42,143,,,,,,,,,
,00:13:43,143,,,,,,,,,
,00:13:44,144,,,,,,,,,
,00:13:45,144,,,,,,,,,
,00:13:46,144,,,,,,,,,
,00:13:47,144,,,,,,,,,
,00:13:48,144,,,,,,,,,
,00:13:49,144,,,,,,,,,
,00:13:50,144,,,,,,,,,
,00:13:51,144,,,,,,,,,
,00:13:52,143,,,,,,,,,
,00:13:53,142,,,,,,,,,
,00:13:54,141,,,,,,,,,
,00:13:55,140,,,,,,,,,
,00:13:56,139,,,,,,,,,
,00:13:57,138,,,,,,,,,
,00:13:58,137,,,,,,,,,
,00:13:59,136,,,,,,,,,
,00:14:00,136,,,,,,,,,
,00:14:01,136,,,,,,,,,
,00:14:02,136,,,,,,,,,
,00:14:03,136,,,,,,,,,
,00:14:04,136,,,,,,,,,
,00:14:05,135,,,,,,,,,
,00:14:06,134,,,,,,,,,
,00:14:07,131,,,,,,,,,
,00:14:08,131,,,,,,,,,
,00:14:09,126,,,,,,,,,
,00:14:10,125,,,,,,,,,
,00:14:11,124,,,,,,,,,
,00:14:12,124,,,,,,,,,
,00:14:13,124,,,,,,,,,
,00:14:14,124,,,,,,,,,
,00:14:15,125,,,,,,,,,
,00:14:16,126,,,,,,,,,
,00:14:17,127,,,,,,,,,
,00:14:18,128,,,,,,,,,
,00:14:19,129,,,,,,,,,
,00:14:20,130,,,,,,,,,
,00:14:21,130,,,,,,,,,
,00:14:22,131,,,,,,,,,
,00:14:23,131,,,,,,,,,
,00:14:24,131,,,,,,,,,
,00:14:25,131,,,,,,,,,
,00:14:26,131,,,,,,,,,
,00:14:27,131,,,,,,,,,
,00:14:28,130,,,,,,,,,
,00:14:29,130,,,,,,,,,
,00:14:30,130,,,,,,,,,
,00:14:31,130,,,,,,,,,
,00:14:32,130,,,,,,,,,
,00:14:33,130,,,,,,,,,
,00:14:34,131,,,,,,,,,
,00:14:35,132,,,,,,,,,
,00:14:36,133,,,,,,,,,
,00:14:37,133,,,,,,,,,
,00:14:38,134,,,,,,,,,
,00:14:39,134,,,,,,,,,
,00:14:40,133,,,,,,,,,
,00:14:41,133,,,,,,,,,
,00:14:42,134,,,,,,,,,
,00:14:43,135,,,,,,,,,
,00:14:44,136,,,,,,,,,
,00:14:45,137,,,,,,,,,
,00:14:46,139,,,,,,,,,
,00:14:47,140,,,,,,,,,
,00:14:48,142,,,,,,,,,
,00:14:49,144,,,,,,,,,
,00:14:50,146,,,,,,,,,
,00:14:51,147,,,,,,,,,
,00:14:52,148,,,,,,,,,
,00:14:53,148,,,,,,,,,
,00:14:54,149,,,,,,,,,
,00:14:55,149,,,,,,,,,
,00:14:56,149,,,,,,,,,
,00:14:57,149,,,,,,,,,
,00:14:58,149,,,,,,,,,
,00:14:59,149,,,,,,,,,
,00:15:00,150,,,,,,,,,
,00:15:01,150,,,,,,,,,
,00:15:02,150,,,,,,,,,
,00:15:03,150,,,,,,,,,
,00:15:04,151,,,,,,,,,
,00:15:05,151,,,,,,,,,
,00:15:06,151,,,,,,,,,
,00:15:07,151,,,,,,,,,
,00:15:08,151,,,,,,,,,
,00:15:09,151,,,,,,,,,
,00:15:10,151,,,,,,,,,
,00:15:11,152,,,,,,,,,
,00:15:12,153,,,,,,,,,
,00:15:13,152,,,,,,,,,
,00:15:14,152,,,,,,,,,
,00:15:15,152,,,,,,,,,
,00:15:16,152,,,,,,,,,
,00:15:17,152,,,,,,,,,
,00:15:18,152,,,,,,,,,
,00:15:19,152,,,,,,,,,
,00:15:20,152,,,,,,,,,
,00:15:21,152,,,,,,,,,
,00:15:22,152,,,,,,,,,
,00:15:23,152,,,,,,,,,
,00:15:24,152,,,,,,,,,
,00:15:25,152,,,,,,,,,
,00:15:26,152,,,,,,,,,
,00:15:27,152,,,,,,,,,
,00:15:28,152,,,,,,,,,
,00:15:29,152,,,,,,,,,
,00:15:30,152,,,,,,,,,
,00:15:31,153,,,,,,,,,
,00:15:32,154,,,,,,,,,
,00:15:33,154,,,,,,,,,
,00:15:34,154,,,,,,,,,
,00:15:35,155,,,,,,,,,
,00:15:36,155,,,,,,,,,
,00:15:37,155,,,,,,,,,
,00:15:38,154,,,,,,,,,
,00:15:39,153,,,,,,,,,
,00:15:40,153,,,,,,,,,
,00:15:41,153,,,,,,,,,
,00:15:42,153,,,,,,,,,
,00:15:43,153,,,,,,,,,
,00:15:44,153,,,,,,,,,
,00:15:45,153,,,,,,,,,
,00:15:46,153,,,,,,,,,
,00:15:47,153,,,,,,,,,
,00:15:48,153,,,,,,,,,
,00:15:49,153,,,,,,,,,
,00:15:50,153,,,,,,,,,
,00:15:51,153,,,,,,,,,
,00:15:52,153,,,,,,,,,
,00:15:53,152,,,,,,,,,
,00:15:54,151,,,,,,,,,
,00:15:55,151,,,,,,,,,
,00:15:56,151,,,,,,,,,
,00:15:57,150,,,,,,,,,
,00:15:58,150,,,,,,,,,
,00:15:59,151,,,,,,,,,
,00:16:00,151,,,,,,,,,
,00:16:01,151,,,,,,,,,
,00:16:02,151,,,,,,,,,
,00:16:03,151,,,,,,,,,
,00:16:04,151,,,,,,,,,
,00:16:05,151,,,,,,,,,
,00:16:06,151,,,,,,,,,
,00:16:07,151,,,,,,,,,
,00:16:08,152,,,,,,,,,
,00:16:09,152,,,,,,,,,
,00:16:10,152,,,,,,,,,
,00:16:11,152,,,,,,,,,
,00:16:12,152,,,,,,,,,
,00:16:13,152,,,,,,,,,
,00:16:14,152,,,,,,,,,
,00:16:15,152,,,,,,,,,
,00:16:16,153,,,,,,,,,
,00:16:17,153,,,,,,,,,
,00:16:18,153,,,,,,,,,
,00:16:19,153,,,,,,,,,
,00:16:20,152,,,,,,,,,
,00:16:21,152,,,,,,,,,
,00:16:22,152,,,,,,,,,
,00:16:23,152,,,,,,,,,
,00:16:24,153,,,,,,,,,
,00:16:25,153,,,,,,,,,
,00:16:26,154,,,,,,,,,
,00:16:27,154,,,,,,,,,
,00:16:28,155,,,,,,,,,
,00:16:29,156,,,,,,,,,
,00:16:30,156,,,,,,,,,
,00:16:31,156,,,,,,,,,
,00:16:32,156,,,,,,,,,
,00:16:33,155,,,,,,,,,
,00:16:34,154,,,,,,,,,
,00:16:35,154,,,,,,,,,
,00:16:36,154,,,,,,,,,
,00:16:37,154,,,,,,,,,
,00:16:38,153,,,,,,,,,
,00:16:39,153,,,,,,,,,
,00:16:40,153,,,,,,,,,
,00:16:41,153,,,,,,,,,
,00:16:42,153,,,,,,,,,
,00:16:43,153,,,,,,,,,
,00:16:44,153,,,,,,,,,
,00:16:45,154,,,,,,,,,
,00:16:46,154,,,,,,,,,
,00:16:47,154,,,,,,,,,
,00:16:48,154,,,,,,,,,
,00:16:49,154,,,,,,,,,
,00:16:50,154,,,,,,,,,
,00:16:51,154,,,,,,,,,
,00:16:52,153,,,,,,,,,
,00:16:53,153,,,,,,,,,
,00:16:54,152,,,,,,,,,
,00:16:55,153,,,,,,,,,
,00:16:56,153,,,,,,,,,
,00:16:57,153,,,,,,,,,
,00:16:58,153,,,,,,,,,
,00:16:59,154,,,,,,,,,
,00:17:00,154,,,,,,,,,
,00:17:01,154,,,,,,,,,
,00:17:02,154,,,,,,,,,
,00:17:03,155,,,,,,,,,
,00:17:04,154,,,,,,,,,
,00:17:05,154,,,,,,,,,
,00:17:06,154,,,,,,,,,
,00:17:07,154,,,,,,,,,
,00:17:08,153,,,,,,,,,
,00:17:09,153,,,,,,,,,
,00:17:10,153,,,,,,,,,
,00:17:11,152,,,,,,,,,
,00:17:12,152,,,,,,,,,
,00:17:13,152,,,,,,,,,
,00:17:14,152,,,,,,,,,
,00:17:15,152,,,,,,,,,
,00:17:16,152,,,,,,,,,
,00:17:17,152,,,,,,,,,
,00:17:18,152,,,,,,,,,
,00:17:19,151,,,,,,,,,
,00:17:20,151,,,,,,,,,
,00:17:21,150,,,,,,,,,
,00:17:22,150,,,,,,,,,
,00:17:23,149,,,,,,,,,
,00:17:24,149,,,,,,,,,
,00:17:25,149,,,,,,,,,
,00:17:26,149,,,,,,,,,
,00:17:27,150,,,,,,,,,
,00:17:28,150,,,,,,,,,
,00:17:29,151,,,,,,,,,
,00:17:30,151,,,,,,,,,
,00:17:31,151,,,,,,,,,
,00:17:32,151,,,,,,,,,
,00:17:33,151,,,,,,,,,
,00:17:34,151,,,,,,,,,
,00:17:35,151,,,,,,,,,
,00:17:36,151,,,,,,,,,
,00:17:37,151,,,,,,,,,
,00:17:38,150,,,,,,,,,
,00:17:39,150,,,,,,,,,
,00:17:40,149,,,,,,,,,
,00:17:41,150,,,,,,,,,
,00:17:42,149,,,,,,,,,
,00:17:43,149,,,,,,,,,
,00:17:44,149,,,,,,,,,
,00:17:45,149,,,,,,,,,
,00:17:46,149,,,,,,,,,
,00:17:47,148,,,,,,,,,
,00:17:48,147,,,,,,,,,
,00:17:49,147,,,,,,,,,
,00:17:50,147,,,,,,,,,
,00:17:51,148,,,,,,,,,
,00:17:52,148,,,,,,,,,
,00:17:53,149,,,,,,,,,
,00:17:54,150,,,,,,,,,
,00:17:55,150,,,,,,,,,
,00:17:56,151,,,,,,,,,
,00:17:57,151,,,,,,,,,
,00:17:58,152,,,,,,,,,
,00:17:59,152,,,,,,,,,
,00:18:00,152,,,,,,,,,
,00:18:01,153,,,,,,,,,
,00:18:02,153,,,,,,,,,
,00:18:03,153,,,,,,,,,
,00:18:04,154,,,,,,,,,
,00:18:05,154,,,,,,,,,
,00:18:06,155,,,,,,,,,
,00:18:07,155,,,,,,,,,
,00:18:08,155,,,,,,,,,
,00:18:09,156,,,,,,,,,
,00:18:10,156,,,,,,,,,
,00:18:11,157,,,,,,,,,
,00:18:12,157,,,,,,,,,
,00:18:13,157,,,,,,,,,
,00:18:14,158,,,,,,,,,
,00:18:15,159,,,,,,,,,
,00:18:16,159,,,,,,,,,
,00:18:17,160,,,,,,,,,
,00:18:18,160,,,,,,,,,
,00:18:19,161,,,,,,,,,
,00:18:20,161,,,,,,,,,
,00:18:21,161,,,,,,,,,
,00:18:22,162,,,,,,,,,
,00:18:23,162,,,,,,,,,
,00:18:24,163,,,,,,,,,
,00:18:25,163,,,,,,,,,
,00:18:26,163,,,,,,,,,
,00:18:27,164,,,,,,,,,
,00:18:28,164,,,,,,,,,
,00:18:29,164,,,,,,,,,
,00:18:30,165,,,,,,,,,
,00:18:31,165,,,,,,,,,
,00:18:32,165,,,,,,,,,
,00:18:33,166,,,,,,,,,
,00:18:34,166,,,,,,,,,
,00:18:35,166,,,,,,,,,
,00:18:36,167,,,,,,,,,
,00:18:37,167,,,,,,,,,
,00:18:38,167,,,,,,,,,
,00:18:39,167,,,,,,,,,
,00:18:40,168,,,,,,,,,
,00:18:41,167,,,,,,,,,
,00:18:42,167,,,,,,,,,
,00:18:43,167,,,,,,,,,
,00:18:44,166,,,,,,,,,
,00:18:45,166,,,,,,,,,
,00:18:46,166,,,,,,,,,
,00:18:47,165,,,,,,,,,
,00:18:48,165,,,,,,,,,
,00:18:49,165,,,,,,,,,
,00:18:50,165,,,,,,,,,
,00:18:51,164,,,,,,,,,
,00:18:52,164,,,,,,,,,
,00:18:53,164,,,,,,,,,
,00:18:54,164,,,,,,,,,
,00:18:55,163,,,,,,,,,
,00:18:56,163,,,,,,,,,
,00:18:57,162,,,,,,,,,
,00:18:58,162,,,,,,,,,
,00:18:59,160,,,,,,,,,
,00:19:00,158,,,,,,,,,
,00:19:01,157,,,,,,,,,
,00:19:02,156,,,,,,,,,
,00:19:03,155,,,,,,,,,
,00:19:04,155,,,,,,,,,
,00:19:05,154,,,,,,,,,
,00:19:06,154,,,,,,,,,
,00:19:07,153,,,,,,,,,
,00:19:08,153,,,,,,,,,
,00:19:09,152,,,,,,,,,
,00:19:10,150,,,,,,,,,
,00:19:11,150,,,,,,,,,
,00:19:12,148,,,,,,,,,
,00:19:13,146,,,,,,,,,
,00:19:14,143,,,,,,,,,
,00:19:15,142,,,,,,,,,
,00:19:16,141,,,,,,,,,
,00:19:17,140,,,,,,,,,
,00:19:18,139,,,,,,,,,
,00:19:19,138,,,,,,,,,
,00:19:20,136,,,,,,,,,
,00:19:21,136,,,,,,,,,
,00:19:22,136,,,,,,,,,
,00:19:23,136,,,,,,,,,
,00:19:24,135,,,,,,,,,
,00:19:25,134,,,,,,,,,
,00:19:26,134,,,,,,,,,
,00:19:27,133,,,,,,,,,
,00:19:28,132,,,,,,,,,
,00:19:29,133,,,,,,,,,
,00:19:30,133,,,,,,,,,
,00:19:31,133,,,,,,,,,
,00:19:32,133,,,,,,,,,
,00:19:33,133,,,,,,,,,
,00:19:34,132,,,,,,,,,
,00:19:35,132,,,,,,,,,
,00:19:36,132,,,,,,,,,
,00:19:37,133,,,,,,,,,
,00:19:38,134,,,,,,,,,
,00:19:39,135,,,,,,,,,
,00:19:40,136,,,,,,,,,
,00:19:41,136,,,,,,,,,
,00:19:42,134,,,,,,,,,
,00:19:43,131,,,,,,,,,
,00:19:44,127,,,,,,,,,
,00:19:45,125,,,,,,,,,
,00:19:46,124,,,,,,,,,
,00:19:47,124,,,,,,,,,
,00:19:48,125,,,,,,,,,
,00:19:49,125,,,,,,,,,
,00:19:50,127,,,,,,,,,
,00:19:51,128,,,,,,,,,
,00:19:52,129,,,,,,,,,
,00:19:53,131,,,,,,,,,
,00:19:54,132,,,,,,,,,
,00:19:55,135,,,,,,,,,
,00:19:56,135,,,,,,,,,
,00:19:57,137,,,,,,,,,
,00:19:58,139,,,,,,,,,
,00:19:59,140,,,,,,,,,
,00:20:00,140,,,,,,,,,
,00:20:01,142,,,,,,,,,
,00:20:02,143,,,,,,,,,
,00:20:03,144,,,,,,,,,
,00:20:04,145,,,,,,,,,
,00:20:05,146,,,,,,,,,
,00:20:06,147,,,,,,,,,
,00:20:07,148,,,,,,,,,
,00:20:08,149,,,,,,,,,
,00:20:09,150,,,,,,,,,
,00:20:10,151,,,,,,,,,
,00:20:11,152,,,,,,,,,
,00:20:12,152,,,,,,,,,
,00:20:13,153,,,,,,,,,
,00:20:14,154,,,,,,,,,
,00:20:15,154,,,,,,,,,
,00:20:16,155,,,,,,,,,
,00:20:17,155,,,,,,,,,
,00:20:18,156,,,,,,,,,
,00:20:19,156,,,,,,,,,
,00:20:20,157,,,,,,,,,
,00:20:21,157,,,,,,,,,
,00:20:22,157,,,,,,,,,
,00:20:23,158,,,,,,,,,
,00:20:24,158,,,,,,,,,
,00:20:25,158,,,,,,,,,
,00:20:26,158,,,,,,,,,
,00:20:27,158,,,,,,,,,
,00:20:28,158,,,,,,,,,
,00:20:29,158,,,,,,,,,
,00:20:30,158,,,,,,,,,
,00:20:31,158,,,,,,,,,
,00:20:32,157,,,,,,,,,
,00:20:33,156,,,,,,,,,
,00:20:34,155,,,,,,,,,
,00:20:35,153,,,,,,,,,
,00:20:36,152,,,,,,,,,
,00:20:37,151,,,,,,,,,
,00:20:38,150,,,,,,,,,
,00:20:39,149,,,,,,,,,
,00:20:40,148,,,,,,,,,
,00:20:41,144,,,,,,,,,
,00:20:42,139,,,,,,,,,
,00:20:43,136,,,,,,,,,
,00:20:44,133,,,,,,,,,
,00:20:45,133,,,,,,,,,
,00:20:46,130,,,,,,,,,
,00:20:47,130,,,,,,,,,
,00:20:48,130,,,,,,,,,
,00:20:49,127,,,,,,,,,
,00:20:50,127,,,,,,,,,
,00:20:51,127,,,,,,,,,
,00:20:52,126,,,,,,,,,
,00:20:53,126,,,,,,,,,
,00:20:54,126,,,,,,,,,
,00:20:55,127,,,,,,,,,
,00:20:56,127,,,,,,,,,
,00:20:57,127,,,,,,,,,
,00:20:58,127,,,,,,,,,
,00:20:59,129,,,,,,,,,
,00:21:00,129,,,,,,,,,
,00:21:01,130,,,,,,,,,
,00:21:02,130,,,,,,,,,
,00:21:03,131,,,,,,,,,
,00:21:04,132,,,,,,,,,
,00:21:05,133,,,,,,,,,
,00:21:06,135,,,,,,,,,
,00:21:07,136,,,,,,,,,
,00:21:08,138,,,,,,,,,
,00:21:09,140,,,,,,,,,
,00:21:10,140,,,,,,,,,
,00:21:11,142,,,,,,,,,
,00:21:12,143,,,,,,,,,
,00:21:13,145,,,,,,,,,
,00:21:14,146,,,,,,,,,
,00:21:15,147,,,,,,,,,
,00:21:16,147,,,,,,,,,
,00:21:17,148,,,,,,,,,
,00:21:18,149,,,,,,,,,
,00:21:19,151,,,,,,,,,
,00:21:20,152,,,,,,,,,
,00:21:21,152,,,,,,,,,
,00:21:22,153,,,,,,,,,
,00:21:23,154,,,,,,,,,
,00:21:24,154,,,,,,,,,
,00:21:25,155,,,,,,,,,
,00:21:26,155,,,,,,,,,
,00:21:27,155,,,,,,,,,
,00:21:28,156,,,,,,,,,
,00:21:29,156,,,,,,,,,
,00:21:30,157,,,,,,,,,
,00:21:31,157,,,,,,,,,
,00:21:32,157,,,,,,,,,
,00:21:33,158,,,,,,,,,
,00:21:34,159,,,,,,,,,
,00:21:35,159,,,,,,,,,
,00:21:36,160,,,,,,,,,
,00:21:37,160,,,,,,,,,
,00:21:38,162,,,,,,,,,
,00:21:39,162,,,,,,,,,
,00:21:40,162,,,,,,,,,
,00:21:41,163,,,,,,,,,
,00:21:42,164,,,,,,,,,
,00:21:43,164,,,,,,,,,
,00:21:44,165,,,,,,,,,
,00:21:45,165,,,,,,,,,
,00:21:46,165,,,,,,,,,
,00:21:47,165,,,,,,,,,
,00:21:48,165,,,,,,,,,
,00:21:49,166,,,,,,,,,
,00:21:50,166,,,,,,,,,
,00:21:51,166,,,,,,,,,
,00:21:52,166,,,,,,,,,
,00:21:53,166,,,,,,,,,
,00:21:54,167,,,,,,,,,
,00:21:55,167,,,,,,,,,
,00:21:56,167,,,,,,,,,
,00:21:57,168,,,,,,,,,
,00:21:58,168,,,,,,,,,
,00:21:59,168,,,,,,,,,
,00:22:00,168,,,,,,,,,
,00:22:01,168,,,,,,,,,
,00:22:02,168,,,,,,,,,
,00:22:03,167,,,,,,,,,
,00:22:04,167,,,,,,,,,
,00:22:05,167,,,,,,,,,
,00:22:06,167,,,,,,,,,
,00:22:07,167,,,,,,,,,
,00:22:08,167,,,,,,,,,
,00:22:09,168,,,,,,,,,
,00:22:10,168,,,,,,,,,
,00:22:11,168,,,,,,,,,
,00:22:12,168,,,,,,,,,
,00:22:13,168,,,,,,,,,
,00:22:14,168,,,,,,,,,
,00:22:15,167,,,,,,,,,
,00:22:16,167,,,,,,,,,
,00:22:17,167,,,,,,,,,
,00:22:18,166,,,,,,,,,
,00:22:19,166,,,,,,,,,
,00:22:20,167,,,,,,,,,
,00:22:21,167,,,,,,,,,
,00:22:22,167,,,,,,,,,
,00:22:23,167,,,,,,,,,
,00:22:24,168,,,,,,,,,
,00:22:25,168,,,,,,,,,
,00:22:26,168,,,,,,,,,
,00:22:27,169,,,,,,,,,
,00:22:28,170,,,,,,,,,
,00:22:29,170,,,,,,,,,
,00:22:30,171,,,,,,,,,
,00:22:31,170,,,,,,,,,
,00:22:32,170,,,,,,,,,
,00:22:33,169,,,,,,,,,
,00:22:34,168,,,,,,,,,
,00:22:35,166,,,,,,,,,
,00:22:36,165,,,,,,,,,
,00:22:37,164,,,,,,,,,
,00:22:38,163,,,,,,,,,
,00:22:39,162,,,,,,,,,
,00:22:40,161,,,,,,,,,
,00:22:41,161,,,,,,,,,
,00:22:42,161,,,,,,,,,
,00:22:43,160,,,,,,,,,
,00:22:44,160,,,,,,,,,
,00:22:45,159,,,,,,,,,
,00:22:46,158,,,,,,,,,
,00:22:47,158,,,,,,,,,
,00:22:48,157,,,,,,,,,
,00:22:49,157,,,,,,,,,
,00:22:50,157,,,,,,,,,
,00:22:51,157,,,,,,,,,
,00:22:52,157,,,,,,,,,
,00:22:53,156,,,,,,,,,
,00:22:54,157,,,,,,,,,
,00:22:55,157,,,,,,,,,
,00:22:56,157,,,,,,,,,
,00:22:57,157,,,,,,,,,
,00:22:58,157,,,,,,,,,
,00:22:59,157,,,,,,,,,
,00:23:00,157,,,,,,,,,
,00:23:01,157,,,,,,,,,
,00:23:02,158,,,,,,,,,
,00:23:03,158,,,,,,,,,
,00:23:04,159,,,,,,,,,
,00:23:05,159,,,,,,,,,
,00:23:06,159,,,,,,,,,
,00:23:07,158,,,,,,,,,
,00:23:08,159,,,,,,,,,
,00:23:09,159,,,,,,,,,
,00:23:10,158,,,,,,,,,
,00:23:11,158,,,,,,,,,
,00:23:12,158,,,,,,,,,
,00:23:13,158,,,,,,,,,
,00:23:14,158,,,,,,,,,
,00:23:15,158,,,,,,,,,
,00:23:16,158,,,,,,,,,
,00:23:17,158,,,,,,,,,
,00:23:18,158,,,,,,,,,
,00:23:19,158,,,,,,,,,
,00:23:20,158,,,,,,,,,
,00:23:21,158,,,,,,,,,
,00:23:22,157,,,,,,,,,
,00:23:23,157,,,,,,,,,
,00:23:24,157,,,,,,,,,
,00:23:25,157,,,,,,,,,
,00:23:26,157,,,,,,,,,
,00:23:27,157,,,,,,,,,
,00:23:28,157,,,,,,,,,
,00:23:29,158,,,,,,,,,
,00:23:30,157,,,,,,,,,
,00:23:31,157,,,,,,,,,
,00:23:32,156,,,,,,,,,
,00:23:33,156,,,,,,,,,
,00:23:34,155,,,,,,,,,
,00:23:35,155,,,,,,,,,
,00:23:36,155,,,,,,,,,
,00:23:37,155,,,,,,,,,
,00:23:38,154,,,,,,,,,
,00:23:39,154,,,,,,,,,
,00:23:40,154,,,,,,,,,
,00:23:41,153,,,,,,,,,
,00:23:42,153,,,,,,,,,
,00:23:43,153,,,,,,,,,
,00:23:44,153,,,,,,,,,
,00:23:45,153,,,,,,,,,
,00:23:46,152,,,,,,,,,
,00:23:47,151,,,,,,,,,
,00:23:48,149,,,,,,,,,
,00:23:49,148,,,,,,,,,
,00:23:50,147,,,,,,,,,
,00:23:51,146,,,,,,,,,
,00:23:52,145,,,,,,,,,
,00:23:53,145,,,,,,,,,
,00:23:54,144,,,,,,,,,
,00:23:55,144,,,,,,,,,
,00:23:56,143,,,,,,,,,
,00:23:57,143,,,,,,,,,
,00:23:58,144,,,,,,,,,
,00:23:59,144,,,,,,,,,
,00:24:00,144,,,,,,,,,
,00:24:01,143,,,,,,,,,
,00:24:02,143,,,,,,,,,
,00:24:03,142,,,,,,,,,
,00:24:04,142,,,,,,,,,
,00:24:05,138,,,,,,,,,
,00:24:06,138,,,,,,,,,
,00:24:07,135,,,,,,,,,
,00:24:08,135,,,,,,,,,
,00:24:09,135,,,,,,,,,
,00:24:10,135,,,,,,,,,
,00:24:11,136,,,,,,,,,
,00:24:12,136,,,,,,,,,
,00:24:13,136,,,,,,,,,
,00:24:14,136,,,,,,,,,
,00:24:15,135,,,,,,,,,
,00:24:16,133,,,,,,,,,
,00:24:17,132,,,,,,,,,
,00:24:18,132,,,,,,,,,
,00:24:19,131,,,,,,,,,
,00:24:20,131,,,,,,,,,
,00:24:21,131,,,,,,,,,
,00:24:22,131,,,,,,,,,
,00:24:23,131,,,,,,,,,
,00:24:24,131,,,,,,,,,
,00:24:25,132,,,,,,,,,
,00:24:26,133,,,,,,,,,
,00:24:27,134,,,,,,,,,
,00:24:28,135,,,,,,,,,
,00:24:29,135,,,,,,,,,
,00:24:30,134,,,,,,,,,
,00:24:31,134,,,,,,,,,
,00:24:32,134,,,,,,,,,
,00:24:33,134,,,,,,,,,
,00:24:34,135,,,,,,,,,
,00:24:35,135,,,,,,,,,
,00:24:36,135,,,,,,,,,
,00:24:37,135,,,,,,,,,
,00:24:38,136,,,,,,,,,
,00:24:39,136,,,,,,,,,
,00:24:40,136,,,,,,,,,
,00:24:41,136,,,,,,,,,
,00:24:42,137,,,,,,,,,
,00:24:43,137,,,,,,,,,
,00:24:44,138,,,,,,,,,
,00:24:45,138,,,,,,,,,
,00:24:46,139,,,,,,,,,
,00:24:47,139,,,,,,,,,
,00:24:48,139,,,,,,,,,
,00:24:49,139,,,,,,,,,
,00:24:50,139,,,,,,,,,
,00:24:51,139,,,,,,,,,
,00:24:52,139,,,,,,,,,
,00:24:53,140,,,,,,,,,
,00:24:54,140,,,,,,,,,
,00:24:55,140,,,,,,,,,
,00:24:56,140,,,,,,,,,
,00:24:57,140,,,,,,,,,
,00:24:58,140,,,,,,,,,
,00:24:59,140,,,,,,,,,
,00:25:00,140,,,,,,,,,
,00:25:01,141,,,,,,,,,
,00:25:02,141,,,,,,,,,
,00:25:03,141,,,,,,,,,
